Type,Artist,Year,Album,Titel,text
Song,LGoony,2016,Intergalactica,Blutmond  ,"[Hook]
Ich steh' am Rande von der weißen Stadt
Mit dem Mädchen mit den weißen Haar'n
Und wir blicken Richtung Horizont
Schwarzer Regen fällt auf uns herab
Ja, ich spür' es schon seit Tag eins
Da kommt was Großes auf uns zu
Ja, ich spür' es schon seit Tag eins
Und es lässt mir keine Ruh'
Baby, guck, der Mond leuchtet heute rot
Vor uns liegt ein Sturm, es liegt in der Luft
Und es wird nie wieder so sein, wie es heute ist
Das Schicksal hat entschieden, es gibt kein Zurück
Yeah, yeah, yeah

[Part]
Meine Hand in ihrer Hand, so wie mein Verstand
Und ich kann sie nicht versteh'n, doch weiß, was sie sagt
Ihr Gesicht verschwimmt dann, wenn ich sie anseh'
Sie sieht anders aus, anders, wenn ich wach bin
Doch ich weiß, wer sie ist, kenn den Namen, das Gesicht
Guck' nach oben, such' den Mond, aber ich fall' ins Nichts
Die Kulisse löst sich auf und ich seh' nichts als Feuer
Rote Kugeln werden schwarz und treffen das Gemäuer
Ich seh' ihren Vater, guck' in seine Augen
Hör' mich sagen: „Mach dir keine Sorgen, ich pass' auf sie auf“
Seh' den Körper in mein'n Armen liegen, leere blaue Augen
Hör' mich sagen: „Mach dir keine Sorgen, ich pass' auf sie auf“
Schwarzer Rauch über der weißen Stadt
Wir war'n so nah dran, aber ich hab' versagt
Und sie drehen ihre Kreise, so wie Yin und Yang
Sie zerfällt zu Licht, verschwindet aus mei'm Arm
[Hook]
Ich steh' am Rande von der weißen Stadt
Ohne Mädchen mit den weißen Haar'n
Und ich blicke Richtung Horizont
Schwarze Asche liegt auf ihrem Grab
Ja, ich spürte es seit Tag eins
Da kommt was Großes auf uns zu
Ja, ich spürte es seit Tag eins
Und das lässt mir keine Ruh'
Baby, guck, der Mond leuchtet heute rot
All meine Visionen fallen in den Tod
Und es wird nie wieder so sein, wie es heute ist
Das Schicksal hat entschieden, es gibt kein Zurück
Yeah, yeah, yeah
Baby, guck, der Mond leuchtet heute rot
Vor uns liegt ein Sturm, es liegt in der Luft
Und es wird nie wieder so sein, wie es heute ist
Das Schicksal hat entschieden, es gibt kein Zurück
Yeah, yeah, yeah



"
Song,LGoony,2016,Intergalactica,Gary Cooper (Ft. Yaesyaoh)  ,"[Hook: LGoony] (x2)
Nenn' mich Gary Cooper, denn ich komme mit der Gun
Blei im Magazin und an den Fingern Diamant
Nenn' mich Gary Cooper, denn ich komme mit der Gun
Yeah, ich seh' nur Stars in meinem Zirkel - Pentagramm

[Part 1: LGoony]
Komme mit der Gun, ich kauf' dein Leben, nenn mich Putin
Viel zu viele Scheine, alles grün, nenn' mich Lil Uzi
S auf meiner Brust, Subaru Racing Team Suzuki
Droppe Hits am Fließband, Oida, Auto, Oida, Sushi
Chardonnay im Glas, ich sipp' kein Lean, ich rauch' kein Gras
Gucke in die Runde, meine Leute alle Stars
Yeah, ich brauch' kein Image, denn ich gebe keinen Fuck
Nenn' mich Sharon Agathon, ich komme mit der Gun

[Hook: LGoony] (x2)
Nenn' mich Gary Cooper, denn ich komme mit der Gun
Blei im Magazin und an den Fingern Diamant
Nenn' mich Gary Cooper, denn ich komme mit der Gun
Yeah, ich seh' nur Stars in meinem Zirkel - Pentagramm

[Part 2: Hellraiser aka Yaesyaoh]
Nenn' mich Gary Cooper, denn ich komme auf 1000 Pferden
Ich seh' nur Stars in meinem Zirkel, Alter, schau, Mercedes
Alles blitzt, ich glaub' ich lebe, denn ich spür' den Regen
Alter, droppe Hits am Fließband, aber will nicht drüber reden
Scheiß' auf dumme Gören, die das hören und dann zieh'n
Fuck, mein ganzes Team ist 'ne Verschwörungstheorie
Triff mich auf dem Zenit, doch du kommst niemals an mich ran
Nenn mich ähm - Al Pacino, denn ich komme mit der Gun
[Hook: LGoony] (x2)
Nenn' mich Gary Cooper, denn ich komme mit der Gun
Blei im Magazin und an den Fingern Diamant
Nenn' mich Gary Cooper, denn ich komme mit der Gun
Yeah, ich seh' nur Stars in meinem Zirkel - Pentagramm"
Song,LGoony,2016,Intergalactica,Hochhaus  ,"[Songtext zu „Hochhaus“]

[Intro]
(Atilla on the track)

[Hook]
Und über'm Hochhaus geht die Sonne auf
'Ne neue Nacht geht zu Ende
Jeder meiner Thugs ist 'ne lebende Legende
Jeder meiner Thugs ist 'ne lebende Legende
Und über'm Hochhaus geht die Sonne auf
'Ne neue Nacht geht zu Ende
Jeder meiner Thugs ist 'ne lebende Legende (Wouh)
Jeder meiner Thugs ist 'ne lebende Legende (Wouh, wouh)

[Part]
Sechs Uhr in der früh und auf dem Tisch vor uns stehen leere Flaschen (Leere Flaschen)
Wir geh'n in keine Clubs wie du und deine Spasten (Niemals)
Wir hör'n kein'n deutschen Rap, Mann, Deutschrap so belastend (So belastend)
Blicke kalt wie Eis, Oida, wir tragen keine Masken
Leben wie Tony Montana (Sheesh)
Jeder scheiß Song ist ein Banger (Banger)
Bald bin ich auf jedem Sender (Woah)
Fühl' mich als wär ich Rihanna (Oh yeah)
Hab' so viel Ice auf mir
Kalt wie die Arktis, Mann, nenn' mich Dezember (Icecold)
Hab' so viel Ice auf mir
Zu V.I.P., Alter, baut mir ein Denkmal
Ich sagte baut mir ein Denkmal
Denn ich veränder'
Der Benz hat verdunkelte Fenster (Fenster)
Ich sitz' am Lenkrad
Ja, Mann, ich sitze am Lenkrad (Yeah)
Ja, Mann, ich sitze am Steuer (Ja)
Und ich fahr' nicht da, wo ihr hin wollt
Ne, Mann, mein Style ist viel fresher und neuer
Tunnelblick auf mein Ziel
Mann, ich scheiße auf jeden Beef (Fuck it)
Jeder Front registriert, doch ich scheiße auf euren Tweet
Was Inhalt transportieren, Mann, ich mache einfach Musik
Und zwar ganz genau wie ich will
Mann, ich mache das für mein Team (Wouh, wouh-wouh)
[Hook]
Und über'm Hochhaus geht die Sonne auf
'Ne neue Nacht geht zu Ende
Jeder meiner Thugs ist 'ne lebende Legende
Jeder meiner Thugs ist 'ne lebende Legende
Und über'm Hochhaus geht die Sonne auf
'Ne neue Nacht geht zu Ende
Jeder meiner Thugs ist 'ne lebende Legende
Jeder meiner Thugs ist 'ne lebende Legende"
Song,LGoony,2014,Space Tape Vol. 1: Goonyverse,Ich hebe ab (Goonyverse Intro)  ,"[Hook]
Schau mich an - Was siehst du?
I'm a motherfucking G, Hoe
Bitch, mach Platz meine Squad ist am Start
Fuck uns ab, You get shot (Blot, Blot, Blot, Blot)
Schau mich an - Was siehst du?
I'm a motherfucking G, Hoe
Steig ins Cockpit vom Raumschiff und dann
Nehm ich Platz, drück auf Start - Und ich hebe ab

[Verse 1]
Goonyverse ist endlich hier
Ich bin so heiß, doch die Kette am Hals ist so kalt
Mann Ich denke, dass ich grad erfrier'
Ich sitz im Flugzeug drin
Das Boarding hat mir viel zu lange gedauert
Da habe ich gar nicht erst lange gezögert und habe das komplette Flugzeug gekauft (Scheiß Geld!)
Drücke im Cockpit auf Knöpfe
Ich kam mit Pilotenskills schon ins Leben
Meine Mom hatte vor meiner Geburt schon Flugzeuge im Bauch drin, nenn sie Oli.P
Meine Mucke macht so happy, nenn mich MC Endorphin
Audio Drugs, dieser Beat ist von DJ Heroin (Shout out, Shout out)
Bang, Bang, Bang - Chopper Gun auf dein Face (Sheesh)
Sponsoring von dieser NASA, bitch, man hört LGoony hoch bis in den Space
Man hört LGoony hoch bis in die Milchstraße (Milkyway, Milkyway)
Bang, Bang, Bang, Nenn sie Trillstraße
Schaufel' mir lila Scheine massenweise zu mir auf die Plate (I'm hungry)
Bitch, Ich bin ein Monetarier, alles was ich zu mir nehme ist Geld
Junge du spielst nicht in meiner Liga
Glaub mir Homie, du bist auf Diät
Du hast seit Jahren nur Grünzeug gegessen doch alles was du zur dir nimmst ist Weight
Bitch (Hähä)
[Hook]
Schau mich an - Was siehst du?
I'm a motherfucking G, Hoe
Bitch, mach Platz meine Squad ist am Start
Fuck uns ab, You get shot (Blot, Blot, Blot, Blot)
Schau mich an - Was siehst du?
I'm a motherfucking G, Hoe
Steig ins Cockpit vom Raumschiff und dann
Nehm ich Platz, drück auf Start - Und ich hebe ab"
Song,LGoony,2014,Space Tape Vol. 1: Goonyverse,"Mon€¥, Hom€$, Ho€$, $wag  ","[2x]
Eistee im Cup
Kopf an der Wand
Hirn voll mit all diesem Zeug, das ich mag

[2x]
Es ist Money, Homes, Hoes, Swag
Money, Homes, Hoes, Swag

[Part]
Jeden Tag in meiner Hood
Mit meinen Goons
Wir haben Swag
Wir machen nebenbei Cash
Wir sind so fly
Hoodie von Thug Life in black
Nenn' uns die Kings
Wenn du's nicht siehst bist du blind
Wir machen das was wir wollen
Sitzen vorm Kiosk
Sippen das Bier
Essen das Eis
Such uns im Sky, wir sind fly
Mach uns das nach wenn du willst
Bitch du versagst dabei eh
Wir sind zu weit
Weg von so Menschen wie dir
Du bist im Club
Wir sind es nicht
Du bist ne Bitch
Denn du bist billig as fuck
Billig wie Toastbrot von Ja!
Wir sind so teuer wie Gold
Wie unser Geld auf der Bank
Du versteckst Euros im Schrank
Circa so zwei an der Zahl
Du bist so broke wie ein Schwein
Wir sind so rich wie ein Scheich
In diesem Land von Dubai
Für dich haben wir keine Zeit
Denn unsere Zeit ist wie Geld
Davon haben wir zwar genug
Aber du kriegst nichts 'von ab
Denn wir teilen nur unter uns
Das ist Cologne
Und das ist unsere Stadt
[2x]
Eistee im Cup
Kopf an der Wand
Hirn voll mit all diesem Zeug, das ich mag

[2x]
Es ist Money, Homes, Hoes, Swag
Money, Homes, Hoes, Swag"
Song,LGoony,2014,Space Tape Vol. 1: Goonyverse,Millionen Euro  ,"[Hook]
Ich bin so reich
Millionen Euro in der Schweiz
Ich gucke auf mein Konto
Und ich sehe ich bin reich
Ich bin der Shit
100.000 Euro on my wrist
Haters sind nur neidisch
Das seh ich an ihrem Blick
Und es geht pow, pow pow, pow pow
Und es geht pow, pow pow, pow pow
Und es geht pow, pow pow, pow pow
Und es geht pow, pow pow, pow pow

[1. Part]
Hater könn' tun was sie wollen
Ich habe Geld
Auch noch in Einhundert Jahren
Ich fahre den neusten Benz
Und habe die teuersten Kleider im Schrank
Bitch, ich coppe mir dies und danach copp ich mir das
Bitch, ich habe Money und das ist die Aussage also ich mach was ich mach
Es ist Money over Bitches, Money over everything
Reich zu sein macht froh, dass warum ich immer happy bin
Ich bin am Scheinen wie die Sterne, weil ich swaggy bin
Yeah, ich bin so swaggy, Bitches nennen mich den Swaggy-Pimp
Ich bin zwar kein Supermarkt, doch ich habe Cheddar da
Ich ess' zwar gern FastFood, aber Money, das ist leckerer (so lecker)
Ich geh in mein Garten, wo ich Geld pflücke Goon
Und du tust dich vor nem REWE für nen' Cent bücken tun
Das hat keinen Swag, so wie die Genetikk-Typen
Ich dreh meinen Swag auf bis Genetikk-Typen dehydrieren
Dass ist dann so etwas wie Chemiereaktionen
So zu rappen so wie ich, das kannst du viermal versuchen
Doch du schaffst es nicht, weil du nur ein Bastard bist
Bitch ich flieg so high, Leute denken ich bin fast bekifft
Ich dreh diesen tune auf, wenn ich turned durch die City cruise
Wenn ich mich bewege, nennen Leute das nen Business-Move
Du fragst dich warum, weil ich jeden Tag mein Business make
Hör den Track in 10 Jahren und dann sag mir ich bin nicht Legende
Hör den Track heut' Abend und dann sag mir ich bin nicht reich
Doch wenn ich nicht reich bin, Nutte, dann tue ich nicht ich sein!
[Hook]
Ich bin so reich
Millionen Euro in der Schweiz
Ich gucke auf mein Konto
Und ich sehe ich bin reich
Ich bin der Shit
100.000 Euro on my wrist
Haters sind nur neidisch
Das seh ich an ihrem Blick
Und es geht pow, pow pow, pow pow
Und es geht pow, pow pow, pow pow
Und es geht pow, pow pow, pow pow
Und es geht pow, pow pow, pow pow"
Song,LGoony,2014,Space Tape Vol. 1: Goonyverse,Raumschiff (Ft. Mc Smook)  ,"[Hook]
Ich hab das Money auf der Bank und den Drink in meiner Hand
Jeden Tag mit den Goons in der Stadt, was geht ab?
Manchmal geht's mir nicht gut, doch dann fällt es mir ein
Wir haben uns, wir haben Swag, wir haben Zeit und deshalb sind wir so fly

[Bridge]
So fly, so fly, so fly, so fly, so fly, so fly
Und deshalb sind wir so fly
So fly, so fly, so fly, so fly, so fly, so fly
Und deshalb sind wir so fly

[Part 1: LGoony]
Wir sind so fly wir schweben so hoch wie Planeten
Würde es Aliens geben würden wir ihnen begegnen
Heute ist nichts zu tun außer das Leben zu genießen
Nestea mit Mango und Ananas-Geschmack im Cup, ich bin zufrieden
Ich guck in die Runde alle meine Leute stehen im Kreis
Homie, ich weiß, auch in ein paar Jahren seid ihr noch gleich
Wir bleiben zusammen und machen verschiedene Dinge
Wir werfen zusammen und stapeln gemeinsam das Money bis hoch in den Himmel
Über die Wolken bis hin zum Mars, bis in die Ferne
Wir sind so icey, wir leuchten so hell wie die Sterne
Ich habe eine Bitte weck mich nicht auf wenn das nur ein Traum ist
Und wenn ich dann irgendwann sterbe dann begrabt mich in einem Raumschiff
[Hook]
Ich hab das Money auf der Bank und den Drink in meiner Hand
Jeden Tag mit den Goons in der Stadt, was geht ab?
Manchmal geht's mir nicht gut, doch dann fällt es mir ein
Wir haben uns, wir haben Swag, wir haben Zeit und deshalb sind wir so fly

[Bridge]
So fly, so fly, so fly, so fly, so fly, so fly
Und deshalb sind wir so fly
So fly, so fly, so fly, so fly, so fly, so fly
Und deshalb sind wir so fly

[Part 2: MC Smook]
So fly wie ein Astronaut, up und downs die Welt fucked so ab ich glaub
Ich dreh den Bass so laut bis ich schwebe und die Welt hinter mir
Lasse Sizzurp in dem Cup deshalb zerfällt die Gehirnmasse
Musik ist Gefühl, kein Kalkül, bin am Husteln
Bin so fly, mir sind Flügel gewachsen
In der City mit den Boys, wir sind pretty Boys
Suchen nach pretty Girls, Homie, ich sipp das Zeug
KMI mit Hennessy, Grüße an die Enemies
Meine Stimme, eine Melodie, habe so viel Energy
Ich hebe ab, c'est la vie, Teheran oder Tel Aviv
Die Welt ist das Paradies, wenn es in deinen Händen liegt

[Hook]
Ich hab das Money auf der Bank und den Drink in meiner Hand
Jeden Tag mit den Goons in der Stadt, was geht ab?
Manchmal geht's mir nicht gut, doch dann fällt es mir ein
Wir haben uns, wir haben Swag, wir haben Zeit und deshalb sind wir so fly
[Bridge]
So fly, so fly, so fly, so fly, so fly, so fly
Und deshalb sind wir so fly
So fly, so fly, so fly, so fly, so fly, so fly
Und deshalb sind wir so fly"
Song,LGoony,2014,Space Tape Vol. 1: Goonyverse,Eistee  ,"[Hook]
Ich sippe Eistee mit Eis, Eistee mit Eis
Jeden Tag Prost auf mich denn Bitch ich weiß ich bin nice
Ich sippe Eistee mit Eis, Eistee mit Eis
Jeden Tag Prost auf mich denn Bitch ich weiß ich bin nice
Lipton Sparkling Peach in meim Cup, ich chill mit den Goons bis tief in die Nacht
Lipton Sparkling Peach in meim Cup, ich chill mit den Goons bis tief in die Nacht

Part 1:
Der Tag war lang (lang), der Hustle hart (hart)
Ich sitz hier in der Hand ein Doublecup (mit Eistee)
Gefüllt mit Eistee mit viel Eis drin (sheeeeesh)
Das hab ich gebraucht gutes Timing
Ich brauch das Zeug wie Blut in den Venen (Blut Blut)
Der Eistee fließt mir kalt durch die Kehle (Ice cold)
Scheiß auf Fanta, Cola, Sprite oder Pepsi (Fuck it)
Ich trink Lipton, Arizona Iced oder Nestea

Hook:
Ich sippe Eistee mit Eis, Eistee mit Eis
Jeden Tag Prost auf mich denn Bitch ich weiß ich bin nice
Ich sippe Eistee mit Eis, Eistee mit Eis
Jeden Tag Prost auf mich denn Bitch ich weiß ich bin nice
Lipton Sparkling Peach in meim Cup, ich chill mit den Goons bis tief in die Nacht
Lipton Sparkling Peach in meim Cup, ich chill mit den Goons bis tief in die Nacht
Part 2:
Ich hab Durst denke ich an das Getränk (I'm a thirsty man)
Ich hab immer eine Bottle unterm Bett (Secret)
Dieser Drink ist mein Lebenselixier
Du kriegst gern was ab, bei jedem außer mir (hehehe)
Ist kein Lipton oder Nestea mehr da
Scheißegal zu Not nehme ich den schlechten von Ja! (von Ja!)
Bitch es ist wie es ist und es bleibt wie es bleibt
Ich bin reich und im Cup drin ist ein Eistee mit Eis

Hook:
Ich sippe Eistee mit Eis, Eistee mit Eis
Jeden Tag Prost auf mich denn Bitch ich weiß ich bin nice
Ich sippe Eistee mit Eis, Eistee mit Eis
Jeden Tag Prost auf mich denn Bitch ich weiß ich bin nice
Lipton Sparkling Peach in meim Cup, ich chill mit den Goons bis tief in die Nacht
Lipton Sparkling Peach in meim Cup, ich chill mit den Goons bis tief in die Nacht"
Song,LGoony,2014,Space Tape Vol. 1: Goonyverse,Fly Shit  ,"[Songtext zu „Fly Shit“]

[Hook]
Ich seh' wie die ganzen dummen Hater mich beneiden
Das ist fly shit, ist fly shit, ist fly shit
Ihr wollt sein wie ich, yo, das könnt ihr gerne tryen
Doch das ist fly shit, ist fly shit, ist fly shit
Ihr werdet niemals so sein, wie es ich grade bin
Niemals so sein, wie es ich grade bin
Ihr werdet niemals so sein, wie es ich grade bin
Niemals so sein, wie es ich grade bin

[Part]
Ihr werdet nie sein so wie ich (nah)
Die Bitch suckt den Dick unter'm Tisch (swag)
Einhundert-Milliarden-Fünfhundert-Millionen
Zweitausend-Zwei-Euro Besitz (scurr, scurr, scurr, scuurrr)
Ich habe ein Zimmer zum Geld zählen (sheesh)
Ich habe ein Zimmer zum Stapeln (sheesh)
Ich habe drei Zimmer zum Schlafen (ok)
Ich habe zehn Autos zum Parken (ok)
Ich habe Bugatti, Ferrari, Ferrari
Versace, Versace, Versace, Versace (sheesh)
Ein Ferienhaus (sheesh) auf der Insel (sheesh) von Capri (sheesh)
Und fliege (sheesh) zum Shoppen (sheesh) mal eben (sheesh) nach Paris (sheesh)
Und coppe mir Dinge, die ich gar nicht neede (ohh)
Doch kauf' sie mir einfach (ohh), weil ich viel verdiene (ohh)
Ich rocke grad Schuhe (scurr) für (scurr) 5000 Euro (scurr)
Und (burr) morgen (scurr) geh' ich in (scurr) die Stadt (burr) und kauf' neue (scurr)
Sheesh, ich habe das Geld
Und ich habe das Geld (Geld)
Wenn du mich einmal besuchst in meinem Haus
Siehst du bunte Farben im Safe (Money)
Von lila bis gelb oder grün oder braun
Aber rot oder blau siehst du nie (nah)
Denn die beiden Farben sind aufgrund des Wertes
Der Scheine bei mir nicht beliebt (nah)
Scuuuurr!
Ich habe die Playstation 5
Scuuuurr!
Ich habe das iPhone S6
Scuuuurr!
Ich habe im Cup 7UP
Scuuuurr!
Ich habe acht Bitches pro Nacht
[Hook]
Ich seh' wie die ganzen dummen Hater mich beneiden
Das ist fly shit, ist fly shit, ist fly shit
Ihr wollt sein wie ich, yo, das könnt ihr gerne tryen
Doch das ist fly shit, ist fly shit, ist fly shit
Ihr werdet niemals so sein, wie es ich grade bin
Niemals so sein, wie es ich grade bin
Ihr werdet niemals so sein, wie es ich grade bin
Niemals so sein, wie es ich grade bin"
Song,LGoony,2014,Space Tape Vol. 1: Goonyverse,NASA (Ft. Crack Ignaz)  ,"[Hook]
I'm on it, I'm higher than you (fuck!)
I'm on it, I-I-I swear I'm flyer than you
NASA, NASA (takeoff, takeoff, get it!)
NASA, NASA (damn!)
I'm on it, I'm higher than you (fuck!)
I'm on it, I swear I'm flyer than you
NASA, NASA (takeoff, takeoff, get it!)
NASA, NASA

[Part 1: LGoony]
Alles ist göd (Gucci), Ignaz K. in mein'm Gehör
Deutscher Rap, ich bin empört
Alles hab' ich schon vierzig mal gehört
Bevor ich mir eure Tracks auch nur zieh'
Höre ich lieber nie wieder Musik
Höre ich lieber 'ne schlechte Kopie
Von Britney Spears oder Avril Lavigne
Aber egal, ich trappe durch meine Hood
Zu A$AP Ferg oder Beats von Yung Gud
Ich zähl' mein Money im Kopf, wenn ich schlafen will oder berechne den Wert meines Schmucks
Hater versuchen zu reden
Aber im Endeffekt hör' ich nicht hin
Somit verlier'n ihre ganzen Bemühungen, Comments in Foren zu schreiben, den Sinn
Ich bin der King und ab jetzt Geht es noch weiter nach oben, der Himmel das Ziel
Mir drückt hier keiner 'nen Stempel auf, Bitches, ich mache nur ganz genau das, was ich will
Ich mach' nur ganz genau das, was ich will
Du kriegst nur ganz genau, was du verdienst
Und wenn ich mal irgendwann gar kein'n Bock mehr auf Mucke hab', spreiz' ich die Flügel und flieg'
[Hook]
I'm on it, I'm higher than you (fuck!)
I'm on it, I-I-I swear I'm flyer than you
NASA, NASA (takeoff, takeoff, get it!)
NASA, NASA (damn!)
I'm on it, I'm higher than you (fuck!)
I'm on it, I swear I'm flyer than you
NASA, NASA (Yeah! Takeoff, takeoff, swah, get it! Gödlife! Yeah!)
(Oida wos rennt, alles ist Kirsch, alles ist Kirsch) NASA, NASA (Yeah! Swag!)

[Part 2: Crack Ignaz]
Gödlife! Bruh, ich bin straight auf diesem Kush
Sipp' dieses Lila zur Lila und blas' dieses Lila in die Luft
Olle meine Hawas riden für mi
Yeah, olle meine Leit san OG
I muas leida wieda weida, tuat ma leid, oba i hob leida ka Zeit für an Beef
Weil i bin on it I bin higher ois du
20.000 Lichtjahre weida ois du
Nasa, Nasa, Nasa, Nasa, Nasa, yeah
Fick des, Bitch, i hea nie auf zu stunten
Siag mi am Leanen und Blunten
Bitch, wia verbiegen die Schranken
Shit, dieses Shiva is krank, i werd' nie wieder landen
Du host es richtig verstondn
Bitch, i hoff', du wirst ned frontn, wonn du woaßt, was guad is
I stack' die Chips sowie Banken
Du woaßt, i fick' nur mit Dealern und Killern und Goonies, swah!
[Hook]
I'm on it, I'm higher than you (fuck!)
I'm on it, I-I-I swear I'm flyer than you
NASA, NASA (takeoff, takeoff, get it!)
NASA, NASA (damn!)
I'm on it, I'm higher than you (fuck!)
I'm on it, I swear I'm flyer than you
NASA, NASA (takeoff, takeoff, get it!)
NASA, NASA"
Song,LGoony,2014,Space Tape Vol. 1: Goonyverse,Lüge der Medien  ,"[Hook]
I'm on it, I'm higher than you (fuck!)
I'm on it, I-I-I swear I'm flyer than you
NASA, NASA (takeoff, takeoff, get it!)
NASA, NASA (damn!)
I'm on it, I'm higher than you (fuck!)
I'm on it, I swear I'm flyer than you
NASA, NASA (takeoff, takeoff, get it!)
NASA, NASA

[Part 1: LGoony]
Alles ist göd (Gucci), Ignaz K. in mein'm Gehör
Deutscher Rap, ich bin empört
Alles hab' ich schon vierzig mal gehört
Bevor ich mir eure Tracks auch nur zieh'
Höre ich lieber nie wieder Musik
Höre ich lieber 'ne schlechte Kopie
Von Britney Spears oder Avril Lavigne
Aber egal, ich trappe durch meine Hood
Zu A$AP Ferg oder Beats von Yung Gud
Ich zähl' mein Money im Kopf, wenn ich schlafen will oder berechne den Wert meines Schmucks
Hater versuchen zu reden
Aber im Endeffekt hör' ich nicht hin
Somit verlier'n ihre ganzen Bemühungen, Comments in Foren zu schreiben, den Sinn
Ich bin der King und ab jetzt Geht es noch weiter nach oben, der Himmel das Ziel
Mir drückt hier keiner 'nen Stempel auf, Bitches, ich mache nur ganz genau das, was ich will
Ich mach' nur ganz genau das, was ich will
Du kriegst nur ganz genau, was du verdienst
Und wenn ich mal irgendwann gar kein'n Bock mehr auf Mucke hab', spreiz' ich die Flügel und flieg'
[Hook]
I'm on it, I'm higher than you (fuck!)
I'm on it, I-I-I swear I'm flyer than you
NASA, NASA (takeoff, takeoff, get it!)
NASA, NASA (damn!)
I'm on it, I'm higher than you (fuck!)
I'm on it, I swear I'm flyer than you
NASA, NASA (Yeah! Takeoff, takeoff, swah, get it! Gödlife! Yeah!)
(Oida wos rennt, alles ist Kirsch, alles ist Kirsch) NASA, NASA (Yeah! Swag!)

[Part 2: Crack Ignaz]
Gödlife! Bruh, ich bin straight auf diesem Kush
Sipp' dieses Lila zur Lila und blas' dieses Lila in die Luft
Olle meine Hawas riden für mi
Yeah, olle meine Leit san OG
I muas leida wieda weida, tuat ma leid, oba i hob leida ka Zeit für an Beef
Weil i bin on it I bin higher ois du
20.000 Lichtjahre weida ois du
Nasa, Nasa, Nasa, Nasa, Nasa, yeah
Fick des, Bitch, i hea nie auf zu stunten
Siag mi am Leanen und Blunten
Bitch, wia verbiegen die Schranken
Shit, dieses Shiva is krank, i werd' nie wieder landen
Du host es richtig verstondn
Bitch, i hoff', du wirst ned frontn, wonn du woaßt, was guad is
I stack' die Chips sowie Banken
Du woaßt, i fick' nur mit Dealern und Killern und Goonies, swah!
[Hook]
I'm on it, I'm higher than you (fuck!)
I'm on it, I-I-I swear I'm flyer than you
NASA, NASA (takeoff, takeoff, get it!)
NASA, NASA (damn!)
I'm on it, I'm higher than you (fuck!)
I'm on it, I swear I'm flyer than you
NASA, NASA (takeoff, takeoff, get it!)
NASA, NASA"
Song,LGoony,2014,Space Tape Vol. 1: Goonyverse,¿Shawty bist du auf Lean?  ,"[Hook:]
Ich turn up mit den Goons in der Nacht
Ohne Ziel oder Plan durch die Stadt
Haben Bier oder Wein drin im Cup
Sie ist mystisch am turnen und ich frag
Shawty bist du auf Lean?
Shawty bist du auf Lean?
Shawty bist du auf Lean?
Shawty bist du auf Lean?
Shawty bist du auf Lean?
Shawty bist du auf Lean?
Shawty bist du auf Lean?
Shawty bist du auf Lean?

[Part 1:]
Shawty was ist los mit dir grade? (what up?)
Du trippst oben an der Häuserfassade (zu fly)
In der zweiten Etage (sheesh)
Da ist garantiert kein Bier in deim Cup wenn ich rate (what else?)
Girl ich frage dich geht es dir Gucci? (alles Gucci?)
Und du antwortest klar alles Juicy
Alles Juicy, so wie Juicy J (Swag)
Ey wir laufen druch die Streets und pumpen Gucci Mane (Burr)
Es ist 2,3 Nachts in der Hood (in der Hood)
Man trägt 2,3 Glocks in der Hood (in der Hood)
Man hört 2,3 Shots in der Hood (bog bog)
Das ist sehr wenig Krach für die Hood (Swag)
Wir trippen durch die City und sind turnt wie Waka Flocka (Waka Flocka Flame)
Ich denk an Money und die Sachen die ich grad im Kopf hab
Also Euros, Dollars, Aliens und Gucci Stuff (Gucci)
Und du kippst dir in die 7UP den Hustensaft (Lean!)
[Hook:]
Ich turn up mit den Goons in der Nacht
Ohne Ziel oder Plan durch die Stadt
Haben Bier oder Wein drin im Cup
Sie ist mystisch am turnen und ich frag
Shawty bist du auf Lean?
Shawty bist du auf Lean?
Shawty bist du auf Lean?
Shawty bist du auf Lean?
Shawty bist du auf Lean?
Shawty bist du auf Lean?
Shawty bist du auf Lean?
Shawty bist du auf Lean?"
